query_index,num_positives,ru_top1,ru_correct@1,ru_first_positive_rank,ru_positive_negative_margin,aligned_semantic_top1,aligned_semantic_correct@1,aligned_semantic_first_positive_rank,aligned_semantic_positive_negative_margin,wrong_layout_top1,wrong_layout_correct@1,wrong_layout_first_positive_rank,wrong_layout_positive_negative_margin,shuffled_teacher_top1,shuffled_teacher_correct@1,shuffled_teacher_first_positive_rank,shuffled_teacher_positive_negative_margin
386,9,9582,1,1,0.14102721214294434,9582,1,1,0.02251136302947998,3223,0,962,-0.30930715799331665,5594,0,9,-0.07679790258407593
387,15,9594,1,1,0.27939966320991516,10783,0,18,-0.04957282543182373,18775,0,367,-0.4294423460960388,10750,0,89,-0.17630553245544434
388,18,9629,1,1,0.23493880033493042,9629,1,1,0.1254100203514099,4154,0,428,-0.25066494941711426,9629,1,1,0.11804217100143433
389,18,9635,1,1,0.23991531133651733,9635,1,1,0.21784967184066772,3449,0,178,-0.3394848108291626,9635,1,1,0.31265199184417725
390,5,9652,1,1,0.2895658612251282,9653,1,1,0.11599230766296387,9137,0,136,-0.126530259847641,9652,1,1,0.0927557647228241
391,1,9671,0,41,-0.29769495129585266,14910,0,8540,-0.40030792355537415,10070,0,15752,-0.860722541809082,14912,0,17569,-0.4100252687931061
392,32,9738,1,1,0.09700903296470642,317,0,3,-0.07933428883552551,8837,0,340,-0.39093291759490967,317,0,4,-0.019068479537963867
393,10,9753,1,1,0.15333768725395203,9754,1,1,0.18480408191680908,7091,0,2993,-0.47086742520332336,9754,1,1,0.1861141324043274
394,33,9777,1,1,0.15966302156448364,18515,0,2,-0.053143322467803955,12172,0,8,-0.1541948914527893,17305,0,11,-0.06304198503494263
395,7,9783,1,1,0.2873869836330414,4962,0,170,-0.16606226563453674,545,0,1393,-0.4351769685745239,9046,0,123,-0.16264671087265015
396,10,9814,1,1,0.17426332831382751,9814,1,1,0.03522205352783203,14240,0,3333,-0.5617675185203552,9814,1,1,0.06407821178436279
397,27,9848,1,1,0.09313780069351196,9847,1,1,0.08920347690582275,5167,0,234,-0.3380088210105896,9896,1,1,0.006512820720672607
398,17,9911,1,1,0.1769060492515564,9911,1,1,0.127829909324646,10925,0,746,-0.184254989027977,9911,1,1,0.07240033149719238
399,21,9962,1,1,0.14129865169525146,9991,1,1,0.04335302114486694,6407,0,2790,-0.30209267139434814,11388,0,7,-0.06028848886489868
400,10,10008,1,1,0.06837153434753418,9905,0,2,-0.004640638828277588,16800,0,364,-0.2676970958709717,9905,0,5,-0.04338341951370239
401,3,10028,1,1,0.3072096109390259,8264,0,2,-0.03082096576690674,17295,0,8011,-0.5224214792251587,7189,0,21,-0.12141552567481995
402,16,10033,1,1,0.15611113607883453,10046,1,1,0.028753995895385742,11332,0,2134,-0.4166601896286011,10047,1,1,0.02224460244178772
403,10,10090,1,1,0.06667104363441467,3207,0,189,-0.1453557014465332,6243,0,648,-0.25172632932662964,10753,0,4,-0.04784810543060303
404,4,10116,1,1,0.10564327239990234,8384,0,6,-0.0548555850982666,5133,0,7016,-0.6028576493263245,11518,0,6,-0.031766533851623535
405,16,10124,1,1,0.17880979180335999,8127,0,14,-0.0886998176574707,13235,0,1015,-0.42770618200302124,2927,0,127,-0.21696966886520386
406,13,10130,1,1,0.06834927201271057,10140,1,1,0.08984506130218506,10629,0,615,-0.2709072232246399,10140,1,1,0.06938117742538452
407,12,10150,1,1,0.3022090792655945,10152,1,1,0.14933335781097412,14004,0,2514,-0.5268105268478394,10153,1,1,0.03612726926803589
408,24,10184,1,1,0.28588035702705383,10184,1,1,0.14227861166000366,2135,0,557,-0.33379390835762024,10184,1,1,0.05281490087509155
409,5,10197,1,1,0.3097790479660034,12243,0,54,-0.20729166269302368,7013,0,4974,-0.5940496921539307,11792,0,8197,-0.3041510283946991
410,3,10201,0,2,-0.00386771559715271,6206,0,22,-0.06961396336555481,10254,0,9165,-0.7377669811248779,10202,0,6,-0.029541343450546265
411,31,10232,1,1,0.021009482443332672,10956,0,3683,-0.322373628616333,14787,0,173,-0.19027051329612732,10740,0,66,-0.13499435782432556
412,14,8076,0,1999,-0.19534307718276978,6055,0,2503,-0.442302405834198,4274,0,257,-0.29748642444610596,4443,0,1534,-0.37847527861595154
413,14,10272,1,1,0.1685626208782196,10272,1,1,0.09861797094345093,4304,0,216,-0.4101862609386444,10272,1,1,0.13129961490631104
414,14,10242,0,5387,-0.29257288575172424,10243,0,11281,-0.6880730986595154,7436,0,887,-0.3086274564266205,7989,0,11309,-0.6437442302703857
415,4,10293,1,1,0.18881818652153015,9235,0,15,-0.06553202867507935,17609,0,706,-0.5235391855239868,2498,0,54,-0.14446842670440674
416,19,10318,1,1,0.28759193420410156,10276,0,2,-0.00928354263305664,17287,0,563,-0.4077586233615875,10276,0,6,-0.1339113712310791
417,31,10325,1,1,0.03134492039680481,2396,0,148,-0.22649744153022766,1124,0,793,-0.28013551235198975,11820,0,29,-0.11298617720603943
418,3,10338,1,1,0.248554527759552,11412,0,3,-0.03233444690704346,15216,0,6988,-0.5139880180358887,10338,1,1,0.0005797147750854492
419,10,10348,1,1,0.18930676579475403,12851,0,7,-0.07739764451980591,17808,0,1123,-0.40643712878227234,13524,0,7,-0.1076807975769043
420,3,10359,1,1,0.14817705750465393,10359,1,1,0.06998831033706665,2113,0,763,-0.266456663608551,10359,1,1,0.1302909255027771
421,8,10366,1,1,0.1398184448480606,863,0,41,-0.11908617615699768,10199,0,343,-0.2901860475540161,865,0,781,-0.2986474335193634
422,39,10411,1,1,0.30732932686805725,10411,1,1,0.0637100338935852,12093,0,434,-0.3020549714565277,10411,1,1,0.23494702577590942
423,14,10518,1,1,0.1578103005886078,10340,0,269,-0.1833438277244568,17811,0,382,-0.24003350734710693,10341,0,531,-0.21806466579437256
424,15,10554,1,1,0.14779025316238403,12549,0,3,-0.03529271483421326,18626,0,771,-0.2312391996383667,12549,0,57,-0.16457098722457886
425,15,10584,1,1,0.2051612138748169,10585,1,1,0.02974855899810791,14536,0,327,-0.2979668974876404,6173,0,2,-0.014190912246704102
426,12,10628,1,1,0.23535940051078796,2826,0,3,-0.025680184364318848,3629,0,59,-0.2966001331806183,5233,0,3,-0.027279973030090332
427,5,10668,1,1,0.13366952538490295,1290,0,20,-0.13970404863357544,7358,0,219,-0.23454761505126953,10672,0,12,-0.0626046359539032
428,10,10694,1,1,0.23564976453781128,10694,1,1,0.06679660081863403,292,0,2892,-0.42436110973358154,10694,1,1,0.02675795555114746
429,13,10733,1,1,0.2158111333847046,10734,1,1,0.04533660411834717,15423,0,3151,-0.38602304458618164,2076,0,3,-0.08276599645614624
430,12,10739,1,1,0.29590508341789246,10739,1,1,0.09813177585601807,15503,0,446,-0.44877296686172485,9395,0,3,-0.02399200201034546
431,4,10747,1,1,0.1587546467781067,3491,0,186,-0.1658901572227478,16644,0,4923,-0.46399980783462524,11387,0,623,-0.28942474722862244
432,9,10755,1,1,0.1454431414604187,10755,1,1,0.015468955039978027,12976,0,819,-0.499972403049469,1380,0,4,-0.0809141993522644
433,12,10786,1,1,0.010892093181610107,8555,0,11,-0.09238952398300171,13311,0,2909,-0.44564002752304077,8555,0,3,-0.0742223858833313
434,11,10811,1,1,0.2106553018093109,10812,1,1,0.22771313786506653,13082,0,1465,-0.3237275183200836,10804,1,1,0.0017583668231964111
435,41,10966,1,1,0.12123569846153259,10857,1,1,0.04382503032684326,249,0,95,-0.12954112887382507,10985,1,1,0.056607186794281006
436,14,11013,1,1,0.06258197128772736,8084,0,19,-0.08581507205963135,9935,0,282,-0.35951268672943115,12392,0,3,-0.024077951908111572
437,19,11074,1,1,0.46112754940986633,11074,1,1,0.03543764352798462,243,0,598,-0.3800370991230011,11074,1,1,0.03704392910003662
438,7,10242,0,2,-0.023449242115020752,10242,0,132,-0.2677622139453888,6341,0,1279,-0.5657682418823242,10242,0,43,-0.16285347938537598
439,12,7746,0,2,-0.017540186643600464,2893,0,2,-0.03463292121887207,15697,0,1110,-0.4389392137527466,11100,1,1,0.0833631157875061
440,8,11110,1,1,0.22559455037117004,11111,1,1,0.0550042986869812,3256,0,3376,-0.37777313590049744,11111,1,1,0.07207298278808594
441,5,11117,1,1,0.3227854073047638,10285,0,23,-0.1371985673904419,14598,0,7262,-0.4922941327095032,4435,0,13,-0.1168016791343689
442,4,11121,1,1,0.33298632502555847,11121,1,1,0.03823012113571167,16289,0,6538,-0.38343173265457153,11122,1,1,0.04901003837585449
443,5,11131,1,1,0.03948679566383362,49,0,9,-0.0543481707572937,8916,0,5525,-0.563206136226654,13962,0,185,-0.15211765468120575
444,12,11154,1,1,0.36456650495529175,11149,1,1,0.022471070289611816,4677,0,3112,-0.4584246277809143,7570,0,122,-0.1471155881881714
445,9,11170,0,2,-0.008752629160881042,11296,0,34,-0.13676345348358154,9198,0,352,-0.4153529405593872,11292,0,56,-0.1449432075023651
446,6,11172,0,2,-0.027742281556129456,2210,0,1298,-0.3420267403125763,4951,0,702,-0.5125299692153931,7623,0,344,-0.22204428911209106
447,12,11180,1,1,0.18745312094688416,10256,0,98,-0.1669127643108368,3607,0,4249,-0.6351346969604492,10256,0,39,-0.15637260675430298
448,19,11212,1,1,0.06424516439437866,3451,0,2,-0.03602081537246704,3179,0,201,-0.19483985006809235,3451,0,11,-0.10083717107772827
449,12,11263,0,3,-0.008567631244659424,2226,0,134,-0.16595351696014404,13564,0,125,-0.1377156674861908,11955,0,336,-0.23251843452453613
450,4,11303,1,1,0.12162917852401733,11401,0,33,-0.07129734754562378,9259,0,3213,-0.48926442861557007,5199,0,8,-0.05543854832649231
451,8,11318,1,1,0.2693101763725281,13681,0,1397,-0.31957846879959106,14758,0,335,-0.26508426666259766,6164,0,2753,-0.1973545253276825
452,21,11347,1,1,0.26562821865081787,11268,0,4,-0.014402031898498535,1954,0,711,-0.24674862623214722,11219,0,19,-0.0951148271560669
453,11,11372,1,1,0.3062860071659088,11372,1,1,0.157764732837677,18160,0,4178,-0.3760433793067932,11372,1,1,0.11110043525695801
454,21,11435,1,1,0.13322991132736206,2238,0,17,-0.14594203233718872,8452,0,320,-0.520546555519104,11457,1,1,0.029070734977722168
455,20,11470,1,1,0.30739837884902954,9352,0,11,-0.06267166137695312,17846,0,360,-0.19691026210784912,9354,0,4,-0.06830090284347534
456,5,11493,1,1,0.27923479676246643,11493,1,1,0.0819893479347229,12864,0,4611,-0.3291827142238617,11493,1,1,0.10424551367759705
457,7,6894,0,10,-0.045880913734436035,7511,0,93,-0.15033316612243652,11746,0,925,-0.44956648349761963,15339,0,1138,-0.30481579899787903
458,8,11544,1,1,0.11044558882713318,11531,0,2,-0.026812255382537842,5378,0,2035,-0.4817582368850708,11531,0,2,-0.012355208396911621
459,10,11554,1,1,0.29171475768089294,11554,1,1,0.10213887691497803,2906,0,533,-0.328271746635437,11553,1,1,0.035404205322265625
460,5,11570,1,1,0.27163416147232056,11590,1,1,0.05819123983383179,2294,0,1878,-0.32577431201934814,11590,1,1,0.02364325523376465
461,13,11625,1,1,0.1270948350429535,11604,0,2,-0.010204076766967773,11373,0,10,-0.07547378540039062,11604,0,2,-0.024393916130065918
462,5,11642,1,1,0.19619056582450867,11641,1,1,0.04977160692214966,8869,0,8286,-0.5891691446304321,11641,1,1,0.02124708890914917
463,20,11680,1,1,0.24802067875862122,11680,1,1,0.32775193452835083,654,0,175,-0.3016047477722168,11680,1,1,0.3174087405204773
464,4,11784,1,1,0.2644808888435364,11785,1,1,0.09008821845054626,7185,0,2019,-0.4047679901123047,2783,0,4,-0.06344324350357056
465,4,12250,1,1,0.2914428412914276,12247,0,3,-0.023660123348236084,16566,0,4429,-0.6031628847122192,12250,1,1,0.07770058512687683
466,14,11828,1,1,0.20360836386680603,7981,0,3,-0.034649550914764404,15366,0,54,-0.09037023782730103,11829,1,1,0.034376323223114014
467,9,11852,1,1,0.18743419647216797,11852,1,1,0.07621121406555176,4661,0,10,-0.26300573348999023,11852,1,1,0.04805392026901245
468,9,11868,1,1,0.05443202704191208,15489,0,5106,-0.3218636214733124,1553,0,2429,-0.40085431933403015,15244,0,602,-0.19613228738307953
469,7,11881,1,1,0.1990543007850647,11881,1,1,0.13905984163284302,14860,0,3362,-0.5642780661582947,11881,1,1,0.0433618426322937
470,13,11899,1,1,0.3119136095046997,11898,1,1,0.09102392196655273,17442,0,4002,-0.6685543656349182,11897,1,1,0.08170449733734131
471,10,11925,0,2,-0.00589105486869812,5408,0,8,-0.053096115589141846,8596,0,94,-0.18729564547538757,5408,0,69,-0.1837003529071808
472,18,11959,1,1,0.052302151918411255,2237,0,453,-0.23121246695518494,14879,0,867,-0.3218478560447693,6917,0,79,-0.17003637552261353
473,12,11977,1,1,0.32334238290786743,11977,1,1,0.15324383974075317,5121,0,1789,-0.47799739241600037,11977,1,1,0.1250336766242981
474,17,11995,1,1,0.32505059242248535,11995,1,1,0.0909690260887146,12653,0,760,-0.3074602484703064,11995,1,1,0.15367358922958374
475,17,12019,1,1,0.14574715495109558,12019,1,1,0.05868881940841675,16055,0,80,-0.21439701318740845,12019,1,1,0.07146310806274414
476,18,12043,1,1,0.11069279909133911,8158,0,6,-0.05142557621002197,2264,0,1392,-0.4787064492702484,12042,1,1,0.03463023900985718
477,8,12045,1,1,0.02561543881893158,7391,0,23,-0.15327411890029907,5865,0,1779,-0.43723562359809875,11914,0,65,-0.21338263154029846
478,17,12056,1,1,0.034550219774246216,10271,0,3,-0.07292234897613525,340,0,2264,-0.5716032981872559,10271,0,2,-0.024901628494262695
479,5,12080,1,1,0.33969879150390625,12079,1,1,0.04935622215270996,10494,0,5779,-0.4881129860877991,12078,1,1,0.0818588137626648
480,11,12113,1,1,0.056196749210357666,9620,0,53,-0.08461558818817139,11723,0,643,-0.3470888137817383,2243,0,135,-0.2143458127975464
481,11,12177,1,1,0.3446943163871765,12178,1,1,0.13328033685684204,2590,0,1592,-0.3881697356700897,12178,1,1,0.0014497041702270508
482,5,12184,1,1,0.11148805916309357,12370,0,182,-0.26167169213294983,12955,0,688,-0.31790614128112793,7596,0,41,-0.1708657443523407
483,4,12190,1,1,0.17771196365356445,18868,0,417,-0.3132896423339844,8763,0,1085,-0.44405871629714966,9663,0,48,-0.1529780626296997
484,9,12202,1,1,0.21447989344596863,12201,1,1,0.12794893980026245,3203,0,5113,-0.5732607245445251,12201,1,1,0.10589447617530823
485,5,12208,1,1,0.02054305374622345,14027,0,2461,-0.3420577645301819,10468,0,11567,-0.640059769153595,18649,0,4580,-0.38920506834983826
486,19,12213,1,1,0.04397466778755188,7009,0,262,-0.1882772594690323,8055,0,625,-0.35923850536346436,7003,0,254,-0.17079299688339233
487,15,12264,1,1,0.329373836517334,12258,1,1,0.055055439472198486,10740,0,2880,-0.25397586822509766,12258,1,1,0.022776246070861816
488,35,12282,1,1,0.40083202719688416,12317,1,1,0.172143816947937,8809,0,38,-0.09448587894439697,12318,1,1,0.2782590687274933
489,5,12327,1,1,0.3536718487739563,12328,1,1,0.17034941911697388,16261,0,5614,-0.5201723575592041,12328,1,1,0.042515456676483154
490,6,12334,1,1,0.04505695402622223,9166,0,546,-0.41285741329193115,18634,0,1025,-0.39777493476867676,15096,0,130,-0.1305297315120697
491,6,12340,1,1,0.08202683925628662,1239,0,6,-0.06737786531448364,6850,0,735,-0.2817612290382385,4285,0,11,-0.05253008008003235
492,12,12349,1,1,0.30304601788520813,12349,1,1,0.126026451587677,4882,0,1347,-0.36661988496780396,12347,1,1,0.045162200927734375
493,5,12365,1,1,0.1774391233921051,11013,0,10,-0.08908402919769287,1046,0,3752,-0.5429593324661255,11013,0,76,-0.22873660922050476
494,38,12402,1,1,0.18041077256202698,12379,1,1,0.07901263236999512,11340,0,265,-0.2653510272502899,12375,1,1,0.011945486068725586
495,7,12466,1,1,0.19528621435165405,12466,1,1,0.22557508945465088,10803,0,620,-0.3185557723045349,12466,1,1,0.13195949792861938
496,10,12489,1,1,0.10469461977481842,10557,0,2,-0.057712018489837646,7892,0,161,-0.5213167667388916,414,0,90,-0.09765961766242981
497,16,12554,1,1,0.36351609230041504,12554,1,1,0.011253833770751953,1976,0,1245,-0.3355696201324463,5797,0,17,-0.07168710231781006
498,9,12559,1,1,0.2596852481365204,1434,0,2,-0.02236628532409668,3185,0,2513,-0.6529029011726379,1432,0,2,-0.0036458969116210938
499,6,12577,1,1,0.09235453605651855,13139,0,179,-0.26411548256874084,9926,0,746,-0.5101678371429443,13127,0,342,-0.24339275062084198
500,18,12691,1,1,0.04415161907672882,13128,0,105,-0.15462642908096313,6636,0,1086,-0.4071792662143707,13136,0,472,-0.23233643174171448
501,5,12781,1,1,0.12309765815734863,18492,0,11,-0.09478515386581421,5819,0,2912,-0.5537562370300293,18492,0,4,-0.07865405082702637
502,25,12805,1,1,0.23877662420272827,13097,0,3,-0.0030102133750915527,2126,0,509,-0.32352399826049805,3984,0,12,-0.08905988931655884
503,10,12816,1,1,0.45189160108566284,12815,1,1,0.27388322353363037,1439,0,777,-0.27714186906814575,12816,1,1,0.31232765316963196
504,8,12832,1,1,0.3240908980369568,12832,1,1,0.07407796382904053,3259,0,1128,-0.5651592016220093,13491,0,3,-0.0262623131275177
505,2,12842,1,1,0.051874563097953796,6436,0,2,-0.009072184562683105,9209,0,991,-0.7028548717498779,12841,1,1,0.009858131408691406
506,6,12849,1,1,0.27278611063957214,12852,1,1,0.04087841510772705,4863,0,5246,-0.47822287678718567,12853,1,1,0.08324146270751953
507,5,12860,1,1,0.07538396120071411,13979,0,4,-0.08539676666259766,1450,0,8297,-0.4598448574542999,17299,0,25,-0.18286439776420593
508,24,12891,1,1,0.04229271411895752,12926,0,11,-0.1319618821144104,1632,0,315,-0.6457800269126892,12922,0,29,-0.1398625671863556
509,29,12928,1,1,0.13400787115097046,17329,0,2,-0.03812223672866821,10899,0,449,-0.25386929512023926,17329,0,6,-0.05732196569442749
510,5,13132,1,1,0.08820617198944092,13106,0,50,-0.19604551792144775,7417,0,1177,-0.328995943069458,18785,0,134,-0.2400251030921936
511,7,13188,1,1,0.05510100722312927,13188,1,1,0.058510661125183105,15211,0,125,-0.40322133898735046,13188,1,1,0.001592397689819336
512,7,13221,1,1,0.20074355602264404,13231,1,1,0.009990811347961426,14569,0,613,-0.30495911836624146,13231,1,1,0.038103729486465454
513,22,13287,1,1,0.14983980357646942,5057,0,8,-0.08526751399040222,2550,0,1341,-0.42206108570098877,7043,0,24,-0.25350892543792725
514,5,13319,1,1,0.5419870018959045,13319,1,1,0.199415385723114,3583,0,5793,-0.4963776767253876,13319,1,1,0.11605405807495117
515,9,13334,1,1,0.18529058992862701,15669,0,2,-0.0028055906295776367,9252,0,3509,-0.5066800117492676,6266,0,5,-0.08521556854248047
516,7,13343,1,1,0.22028100490570068,13390,0,3,-0.05228140950202942,8863,0,4497,-0.5072512626647949,5373,0,17,-0.09010955691337585
517,4,13360,1,1,0.27567070722579956,13358,0,2,-0.03598660230636597,17416,0,8243,-0.700162410736084,13359,1,1,0.08652085065841675
518,5,13369,1,1,0.37186571955680847,17510,0,2,-0.026156842708587646,8885,0,4057,-0.5051350593566895,17510,0,2,-0.026612281799316406
519,3,13375,0,2,-0.01806473731994629,17394,0,7,-0.03319406509399414,6701,0,9057,-0.6316819190979004,12739,0,9,-0.028016746044158936
520,2,13390,1,1,0.10442742705345154,13386,0,4,-0.1342942714691162,5532,0,1883,-0.34163618087768555,13386,0,34,-0.292228639125824
521,6,13395,1,1,0.6465410590171814,13395,1,1,0.5035819411277771,17978,0,892,-0.27272897958755493,13395,1,1,0.5325230360031128
522,22,13417,1,1,0.24586930871009827,13417,1,1,0.05817502737045288,8679,0,304,-0.2167423665523529,9503,0,12,-0.16436588764190674
523,8,13434,1,1,0.41631489992141724,13434,1,1,0.18943464756011963,12290,0,3927,-0.5245547294616699,13434,1,1,0.12630781531333923
524,4,13440,1,1,0.05270776152610779,16576,0,122,-0.15062201023101807,7557,0,2143,-0.7447569370269775,17471,0,487,-0.20275020599365234
525,15,13452,1,1,0.5112318396568298,13446,1,1,0.30852699279785156,18778,0,394,-0.3546421527862549,13446,1,1,0.3268226385116577
526,21,13493,1,1,0.18796110153198242,12578,0,2,-0.036545634269714355,10922,0,29,-0.23042893409729004,6235,0,3,-0.036424845457077026
527,4,13502,1,1,0.21433919668197632,13502,1,1,0.09736496210098267,6312,0,5534,-0.5438323616981506,13500,1,1,0.14272987842559814
528,9,13505,1,1,0.45911282300949097,13505,1,1,0.20492064952850342,8904,0,24,-0.1666855812072754,13505,1,1,0.15503787994384766
529,5,13513,1,1,0.3589872121810913,13513,1,1,0.04560983180999756,10171,0,2418,-0.5147598385810852,17957,0,3,-0.010994374752044678
530,5,13517,1,1,0.25687047839164734,13517,1,1,0.13053220510482788,15854,0,159,-0.2443816065788269,13517,1,1,0.1670631766319275
531,4,13526,1,1,0.11043703556060791,13360,0,51,-0.22301018238067627,16565,0,6104,-0.30780673027038574,658,0,17,-0.11491581797599792
532,7,13543,1,1,0.19478267431259155,6414,0,108,-0.2068943977355957,27,0,7,-0.07280749082565308,13099,0,4,-0.05356335639953613
533,21,13580,1,1,0.0886719822883606,16013,0,62,-0.1617392897605896,7760,0,1545,-0.47667956352233887,18364,0,155,-0.22612601518630981
534,5,13617,1,1,0.11596821248531342,13617,1,1,0.07606187462806702,18178,0,3173,-0.43117013573646545,18386,0,36,-0.1929042935371399
535,11,13645,1,1,0.43229156732559204,13645,1,1,0.44904690980911255,1288,0,1469,-0.4135056436061859,13645,1,1,0.37087687849998474
536,6,13664,1,1,0.15351861715316772,13664,1,1,0.03024435043334961,11241,0,582,-0.2870502173900604,8559,0,40,-0.07984840869903564
537,5,13673,1,1,0.5771074295043945,13673,1,1,0.12326014041900635,4872,0,2561,-0.5366395711898804,13672,1,1,0.07001960277557373
538,2,13677,1,1,0.03323179483413696,18075,0,56,-0.1176561713218689,17449,0,9400,-0.4571726620197296,16319,0,3511,-0.2976498603820801
539,8,13696,1,1,0.07855716347694397,128,0,117,-0.16516920924186707,2072,0,1671,-0.38233664631843567,128,0,70,-0.11124211549758911
540,7,13718,1,1,0.27573198080062866,13718,1,1,0.06382083892822266,16811,0,6454,-0.6774576306343079,13718,1,1,0.054543137550354004
541,4,13748,1,1,0.21949580311775208,13748,1,1,0.181094229221344,1191,0,928,-0.3079144358634949,13748,1,1,0.10779750347137451
542,18,13796,1,1,0.08287882804870605,11925,0,36,-0.09344446659088135,15687,0,791,-0.5212639570236206,15928,0,228,-0.19342797994613647
543,5,13840,1,1,0.22578611969947815,11869,0,8,-0.04918187856674194,5945,0,1762,-0.3549326956272125,13840,1,1,0.009276360273361206
544,10,13856,1,1,0.6066514849662781,13856,1,1,0.3037339746952057,15571,0,228,-0.24267268180847168,13856,1,1,0.14551788568496704
545,3,13862,0,2,-0.022720783948898315,13862,0,9,-0.12020349502563477,7978,0,13484,-0.5827018618583679,17422,0,256,-0.21774321794509888
546,3,13871,1,1,0.14986826479434967,9589,0,592,-0.24809789657592773,1258,0,8929,-0.49478763341903687,5490,0,1520,-0.22703175246715546
547,7,13900,1,1,0.23938414454460144,13901,1,1,0.11683470010757446,5953,0,8386,-0.35134193301200867,13901,1,1,0.18650180101394653
548,6,13931,1,1,0.1311204731464386,18706,0,28,-0.08476114273071289,13228,0,2540,-0.454051673412323,14692,0,1459,-0.26553642749786377
549,19,13952,1,1,0.2594830393791199,13880,0,5,-0.12598645687103271,3293,0,469,-0.3602635860443115,13882,0,11,-0.04885047674179077
550,5,13976,1,1,0.36802205443382263,13976,1,1,0.2298792004585266,12366,0,3794,-0.596167802810669,13976,1,1,0.23887228965759277
551,4,13984,1,1,0.2889218032360077,13982,1,1,0.008937805891036987,16569,0,2562,-0.35788413882255554,11870,0,336,-0.13051702082157135
552,4,13997,1,1,0.35039758682250977,12026,0,4,-0.06703972816467285,13446,0,2066,-0.5387005805969238,12026,0,3,-0.01929706335067749
553,5,14006,1,1,0.20286725461483002,14006,1,1,0.15871846675872803,11094,0,152,-0.41154640913009644,14006,1,1,0.09911757707595825
554,7,14019,1,1,0.21631848812103271,14016,1,1,0.08488136529922485,9777,0,4856,-0.5968451499938965,14019,1,1,0.12943291664123535
555,22,14053,1,1,0.42653489112854004,14052,1,1,0.1666884422302246,15485,0,553,-0.2852482497692108,14053,1,1,0.1422131061553955
556,5,14069,1,1,0.2642368972301483,14069,1,1,0.07104372978210449,15017,0,6322,-0.6342751383781433,14069,1,1,0.0019858479499816895
557,20,14092,1,1,0.21198445558547974,14125,1,1,0.005166053771972656,2257,0,75,-0.1305338740348816,14125,1,1,0.06454908847808838
558,12,14147,1,1,0.12682098150253296,14136,1,1,0.12111949920654297,12174,0,5888,-0.5010987520217896,14136,1,1,0.16986960172653198
559,3,14164,1,1,0.16494321823120117,18798,0,2,-0.02747434377670288,15201,0,1568,-0.3299928903579712,14164,1,1,0.052704572677612305
560,4,14176,1,1,0.3230903148651123,9184,0,26,-0.15389931201934814,9285,0,285,-0.27427878975868225,15725,0,5,-0.05111241340637207
561,23,14237,0,15,-0.22041729092597961,14235,0,8,-0.11733517050743103,18490,0,41,-0.24642682075500488,14862,0,60,-0.11706423759460449
562,18,14281,0,11,-0.19971448183059692,14276,0,36,-0.17921346426010132,14148,0,1217,-0.7236478924751282,14279,0,17,-0.23499184846878052
563,9,14331,1,1,0.2635873258113861,18029,0,2,-0.07971572875976562,15533,0,593,-0.31390219926834106,18029,0,3,-0.08224821090698242
564,5,14361,1,1,0.38350629806518555,14361,1,1,0.2808387875556946,694,0,8780,-0.6864768266677856,14361,1,1,0.3362394869327545
565,2,14373,1,1,0.09085641801357269,14373,1,1,0.0327153205871582,16834,0,4,-0.011298120021820068,13621,0,7,-0.061416029930114746
566,2,14387,1,1,0.3714655637741089,14387,1,1,0.3474341332912445,17453,0,6884,-0.495484858751297,14387,1,1,0.27920618653297424
567,12,14399,1,1,0.24202165007591248,14399,1,1,0.23001950979232788,3101,0,1881,-0.5416275262832642,14399,1,1,0.1831820011138916
568,7,14416,1,1,0.49388277530670166,14417,1,1,0.08815622329711914,12167,0,273,-0.41515517234802246,14417,1,1,0.06684008240699768
569,7,14422,1,1,0.2447936236858368,14424,1,1,0.06568330526351929,7808,0,1478,-0.33119624853134155,10743,0,4,-0.02159881591796875
570,18,14448,1,1,0.2395247370004654,9553,0,80,-0.13983136415481567,2751,0,36,-0.11585122346878052,4300,0,336,-0.24571555852890015
571,9,14886,0,3,-0.16015225648880005,11136,0,224,-0.19243702292442322,6496,0,1195,-0.3117614686489105,9974,0,1105,-0.2501525580883026
572,8,14478,1,1,0.2743273377418518,14478,1,1,0.06683886051177979,5717,0,6237,-0.3993341028690338,14473,0,2,-0.029310524463653564
573,6,14490,1,1,0.3134387731552124,14493,1,1,0.04669451713562012,9998,0,1372,-0.35825276374816895,14493,1,1,0.07409384846687317
574,40,14622,1,1,0.0709652304649353,4559,0,6,-0.08016186952590942,5752,0,30,-0.09442916512489319,4591,0,73,-0.1557406485080719
575,4,14654,1,1,0.14468039572238922,14126,0,19,-0.08473697304725647,17210,0,4349,-0.2513001263141632,14484,0,7,-0.05636173486709595
576,2,14659,1,1,0.039999037981033325,14659,1,1,0.14928942918777466,11088,0,10102,-0.7445759773254395,14659,1,1,0.12936437129974365
577,14,14672,1,1,0.19274720549583435,14552,0,4,-0.031817495822906494,4101,0,2713,-0.4858854413032532,14554,0,5,-0.07140186429023743
578,6,14703,1,1,0.3319675326347351,14951,0,7,-0.2910304665565491,8899,0,3153,-0.4255503714084625,14708,0,79,-0.1284422129392624
579,6,14736,1,1,0.2919048070907593,14736,1,1,0.15630191564559937,349,0,121,-0.2595897614955902,14736,1,1,0.08371144533157349
580,25,14784,0,7,-0.02353973686695099,16249,0,74,-0.14401090145111084,13566,0,416,-0.2726680636405945,18848,0,707,-0.1964329481124878
